datetime,start_time,close,high,low,open,volume,Year,Month,Day,DayOfWeek,Quarter,IsMonthEnd,MA_5,MA_20,MA_50,EMA_5,EMA_20,EMA_12,EMA_26,RSI_14,MACD,MACD_Signal,Bollinger_Middle,Bollinger_Std,Bollinger_Upper,Bollinger_Lower,Daily_Return,Log_Return,Volatility_20d
2019-10-19,1571443200000,7947.13,8108.54,7852.12,7945.57,78024.395,2019,10,19,5,4,0,33414.174,33870.7255,34183.748,7947.13,7947.13,7947.13,7947.13,51.89310705126174,0.0,0.0,33870.7255,1665.5949131186371,37941.08815450915,29129.206302159255,0.00045557813464736086,0.0004554743904368431,0.028914320258909776
2019-10-20,1571529600000,8218.23,8300.5,7871.17,7947.78,78663.915,2019,10,20,6,4,0,33414.174,33870.7255,34183.748,8037.496666666667,7972.949047619048,7988.837692307693,7967.211481481481,51.89310705126174,21.626210826211718,4.325242165242344,33870.7255,1665.5949131186371,37941.08815450915,29129.206302159255,0.0341129439181187,0.03354400021595731,0.028914320258909776
2019-10-21,1571616000000,8201.74,8334.57,8150.0,8218.23,66710.26016,2019,10,21,0,4,0,33414.174,33870.7255,34183.748,8092.2444444444445,7994.73866213152,8021.591893491124,7984.583964334705,51.89310705126174,37.00792915641887,10.861779563477649,33870.7255,1665.5949131186371,37941.08815450915,29129.206302159255,-0.002006514784813729,-0.002008530532474239,0.028914320258909776
2019-10-22,1571702400000,8020.89,8290.0,8000.0,8201.0,69506.88,2019,10,22,1,4,0,33414.174,33870.7255,34183.748,8068.45962962963,7997.229265738042,8021.483909877104,7987.273300309913,51.89310705126174,34.21060956719157,15.531545564220433,33870.7255,1665.5949131186371,37941.08815450915,29129.206302159255,-0.02205019910409245,-0.02229693859195628,0.028914320258909776
2019-10-23,1571788800000,7465.0,8047.78,7172.76,8020.68,108484.139,2019,10,23,2,4,0,7970.598,33870.7255,34183.748,7867.3064197530875,7946.540764239181,7935.871000665242,7948.5863891758445,51.89310705126174,-12.71538851060268,9.882158749255812,33870.7255,1665.5949131186371,37941.08815450915,29129.206302159255,-0.06930527659648744,-0.07182395729884801,0.028914320258909776
2019-10-24,1571875200000,7411.35,7495.81,7337.44,7465.18,66719.534,2019,10,24,3,4,0,7863.442,33870.7255,34183.748,7715.320946502059,7895.570215264021,7855.175462101359,7908.791101088745,51.89310705126174,-53.615638987385864,-2.8174007980725246,33870.7255,1665.5949131186371,37941.08815450915,29129.206302159255,-0.007186872069658401,-0.007212822042237026,0.028914320258909776
2019-10-25,1571961600000,8650.0,8800.0,7359.0,7410.07,165118.926,2019,10,25,4,4,0,7949.795999999999,33870.7255,34183.748,8026.880631001373,7967.420670953162,7977.456160239612,7963.69546397106,51.89310705126174,13.760696268551328,0.4982186152522461,33870.7255,1665.5949131186371,37941.08815450915,29129.206302159255,0.09936286399444551,0.09473079738305056,0.028914320258909776
2019-10-26,1572048000000,9232.22,10408.48,8626.89,8650.0,248161.161,2019,10,26,5,4,0,8155.892,33870.7255,34183.748,8428.660420667582,8087.877749910003,8170.496750971979,8057.660244417649,51.89310705126174,112.8365065543303,22.965876203067857,33870.7255,1665.5949131186371,37941.08815450915,29129.206302159255,0.06730867052023104,0.06514021869400118,0.028914320258909776
2019-10-27,1572134400000,9533.32,9803.83,9066.07,9234.75,163544.019,2019,10,27,6,4,0,8458.378,33870.7255,34183.748,8796.880280445055,8225.538916585241,8380.16186620706,8166.9683744607855,51.89310705126174,213.19349174627405,61.0113993117091,33870.7255,1665.5949131186371,37941.08815450915,29129.206302159255,0.03261404082658337,0.03209349091753122,0.028914320258909776
2019-10-28,1572220800000,9217.36,9930.13,9156.03,9534.37,155599.975,2019,10,28,0,4,0,8808.85,33870.7255,34183.748,8937.040186963372,8319.998067386647,8508.96157909828,8244.775161537764,51.89310705126174,264.18641756051693,101.64640296147067,33870.7255,1665.5949131186371,37941.08815450915,29129.206302159255,-0.03314270369608896,-0.033704368044639964,0.028914320258909776
